"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.484,0.243,1.544,0.155,-2.568,-0.367,0.367,1.082,0.577,-0.197,0.157,-0.992,0.01,1.094,1.761,-1.45,-0.251,0.862,0.825,0.341,1.117,0.217,-0.543,-0.565,-1.409,0.843,0.838,0.182,1.805,1.163,0.566,-2.219,0.015,-0.237,-0.529,-0.594,1.39,0.546,-0.593,-0.442,-0.47,-0.157,0.841,-0.097,0.184,-0.678,-0.323,0.021,1.668,1.423,-2.022,-1.008,-0.918,-0.417,-0.349,0.144,0.115,0.637,1.135,-0.067,0.885,0.509,0.339,2.039,0.555,1.695,-0.186,1.204,0.483,-1.372,1.31,0.452,-0.636,-0.635,-0.072,-0.575,0.204,-1.387,-0.203,-1.579,0.074,0.855,0.382,1.402,1.513,-0.179,-1.134,0.297,-0.122,-0.617,2.385,-0.081,0.815,-1.252,-0.286,-0.389,0.272,-0.262,-1.145,1.193
-2.041,1.561,-0.567,0.527,2.079,0.535,0.535,0.81,1.886,0.003,-1.586,0.026,-1.571,0.671,-0.847,0.006,0.364,1.22,0.012,0.383,-1.409,0.235,1.694,-0.87,1.234,-1.417,-0.538,0.337,0.927,0.423,0.455,0.39,-0.053,0.772,-1.116,-2.023,-0.189,-0.956,0.926,-1.129,1.265,0.57,-0.63,-0.179,-1.147,0.401,0.514,1.064,1.034,-1.016,0.089,-0.777,2.033,0.344,0.497,-0.365,1.432,-1.441,0.025,0.303,0.899,0.853,0.289,-0.531,-0.763,2.185,-0.121,1.435,-0.423,0.258,0.346,-0.664,1.23,0.621,-0.556,0.097,-0.008,0.595,-0.698,-1.278,0.798,-1.52,0.54,-0.044,-0.14,0.896,-1.034,-1.343,-0.514,1.2,-0.078,-1.945,0.249,-0.964,0.543,-2.107,-2.732,-0.102,-0.183,0.866
-0.332,-1.911,1.191,0.737,-2.435,0.322,-0.322,0.688,0.741,-0.124,-1.791,0.761,1.613,-0.251,0.535,-0.273,-2.291,-1.803,-0.606,0.969,-1.057,-1.102,0.733,0.954,1.003,-1.281,1.415,-2.753,0.151,0.697,-0.081,-0.864,0.793,-0.254,-0.269,-1.285,-0.62,0.047,-0.042,-0.112,1.089,1.02,-0.478,-0.152,-0.621,1.563,0.51,0.301,-1.257,-0.843,2.245,0.727,-0.305,0.208,-0.873,1.053,0.481,0.945,1.418,0.227,-0.543,0.402,0.063,0.338,1.025,0.575,-0.457,0.29,-0.434,-1.184,0.174,2.313,0.588,-0.454,-0.242,0.336,-0.31,0.881,2.055,-0.615,-0.108,1.936,1.21,1.352,0.364,0.748,2.208,-0.402,0.303,-0.278,0.462,-2.669,-0.123,0.668,0.422,-1.223,0.238,-1.478,-0.901,-2.499
-0.313,0.895,-0.157,-2.334,-0.136,1.751,1.751,-0.496,-0.265,-1.806,-0.991,0.83,0.003,-1.172,-0.477,-0.24,-0.545,-0.316,0.215,0.101,-0.66,-0.316,-0.759,-1.727,0.057,0.588,0.798,-0.288,1.948,-1.497,-1.326,1.344,-0.581,0.288,-1.575,-0.305,-0.495,-1.114,0.956,-0.721,-2.129,-1.121,-1.274,-0.612,-1.116,0.604,-0.123,1.961,-0.251,0.786,0.127,0.831,0.586,-0.213,-0.329,-1.315,-0.024,-0.712,-0.579,0.613,-1.525,-0.384,0.601,-0.818,-0.741,-0.621,0.439,-0.152,0.075,-0.838,-0.813,0.019,0.638,-0.584,-3.19,-1.05,-1.174,0.202,0.519,-1.553,-0.45,-0.762,0.945,0.892,-1.757,1.299,2.014,1.458,1.422,0.586,-0.509,0.42,-0.921,-1.543,-0.822,0.033,-3.008,-0.339,1.171,0.369
-0.194,2.462,-1.21,-0.102,-2.087,-0.679,-0.679,1,-2.136,-0.966,-0.048,0.942,-1.376,0.77,-1.104,-0.067,0.843,2.314,-0.261,-0.316,-0.858,-1.049,0.355,-1.762,-0.03,0.741,1.175,0.609,-0.134,1.283,-0.746,0.221,-1.308,-0.174,-0.751,0.248,-0.084,0.573,-0.827,-0.736,-0.153,2.062,1.619,-1.084,1.066,0.767,-1.023,0.491,-1.887,0.247,1.209,-0.925,-0.29,2.784,-0.351,-0.226,0.057,-0.978,-0.024,0.239,-1.38,1.917,0.571,1.628,-0.452,0.79,-1.408,1.534,-0.164,0.127,0.168,-1.513,1.01,0.587,1.21,1.794,1.603,-0.413,-0.067,0.625,-0.192,2.91,0.15,0.032,-1.306,-0.334,-0.016,0.127,1.051,0.47,-0.611,-0.418,0.011,-1.062,-0.959,1.588,0.187,1.267,-1.13,0.563
-0.156,-0.405,2.524,-0.345,-0.598,-0.95,-0.95,-0.143,0.279,0.213,0.447,0.134,0.904,-0.794,-2.007,-0.083,1.489,-0.99,2.345,-0.529,-1.832,-0.536,-0.763,-0.88,0.374,-2.976,0.691,0.421,0.913,-0.116,0.1,-0.122,1.139,-0.173,-0.61,0.261,-0.672,0.154,-1.08,0.377,0.688,-0.334,0.674,-0.405,-1.02,-0.119,0.386,-0.441,2.259,-1.031,0.194,0.249,0.02,-1.265,-0.925,-0.032,-0.353,-0.434,-0.669,1.345,0.155,-1.398,1.95,-0.281,0.833,0.405,-2.561,-1.292,0.807,-1.671,-0.661,-0.689,-0.981,-1.088,-1.199,-0.707,1.052,1.348,0.318,0.174,-1.265,1.296,-2.122,-0.023,1.395,-0.908,0.061,-1.153,0.826,0.371,-0.773,0.208,0.271,0.363,1.202,-0.233,1.008,0.049,0.181,-0.843
1.989,0.144,-0.288,-0.046,-2.481,-0.67,-0.67,-0.377,0.976,-0.294,-1.239,0.455,-1.17,-1.268,0.541,0.76,1.797,-1.179,2.168,0.571,0.514,1.628,0.912,0.367,-2.339,-0.033,1.489,0.416,-0.064,-0.753,0.437,-0.427,0.144,0.075,-2.853,0.362,-0.155,-0.133,-1.481,-0.252,1.083,-0.426,-2.938,0.925,-0.215,0.239,-0.332,1.461,-0.422,0.111,0.408,0.171,-0.397,0.436,-0.344,-0.217,0.139,-1.059,-0.217,0.728,1.097,-0.636,0.744,0.916,0.152,0.194,0.627,-0.591,-0.46,0.904,2.153,2.035,0.403,-0.268,0.446,0.34,-0.566,-1.842,-0.604,0.817,-0.208,-0.401,1.339,0.255,1.227,0.56,-1.053,0.247,0.869,1.135,-0.224,0.517,0.032,-0.598,-1.423,0.312,0.762,-0.323,0.998,-0.807
1.094,1.005,0.418,0.226,-0.315,-1.148,-1.148,-0.849,-1.483,1.448,-1.76,-0.196,-0.199,0.494,1.723,-1.486,-0.932,0.399,-0.67,0.752,-0.016,-0.301,0.334,-1.448,-1.095,-1.009,0.593,-0.217,-0.027,0.068,0.031,-0.38,0.439,-0.565,-0.68,-0.087,-1.29,1.693,0.215,1.298,0.734,1.351,-1.28,-0.619,-0.537,-0.353,1.598,2.211,-0.062,-1.161,-0.665,0.716,-0.723,0.308,1.25,-0.342,0.065,-2.066,-2.098,1.599,0.035,-0.577,-0.03,0.314,0.23,0.559,-1.928,-0.669,-0.604,0.591,-0.706,1.092,1.152,0.497,-0.476,-1.277,-0.755,2.675,-1.266,-0.378,2.041,1.268,0.677,-0.727,-0.216,0.243,0.049,-0.859,1.286,2.108,-0.142,-1.245,0.123,0.135,0.916,-0.384,0.95,1.863,-0.221,1.035
-0.424,0.972,2.189,-0.845,1.733,0.237,-0.237,0.686,-0.261,0.552,-0.652,1.441,0.721,0.865,2.259,-1.881,-1.614,2.399,1.379,0.806,0.024,-0.982,-0.211,-0.311,-1.529,-1.327,-0.163,-0.937,-0.464,1.677,-1.356,-1.118,0.403,1.48,-0.584,-2.617,-0.302,-0.549,0.268,1.312,0.499,0.338,1.028,0.933,-1.201,1.482,-1.02,-1.301,-0.032,0.155,-0.275,0.096,0.422,-0.318,-1.208,0.378,0.416,0.434,1.342,0.241,-0.031,1.548,1.429,-1.562,-0.751,-1.262,-0.71,-1.359,0.325,1.464,-0.33,-0.922,-0.04,-0.206,1.374,0.405,0.782,1.408,0.206,1.253,-1.777,-0.065,0.345,-0.846,0.059,-1.035,1.439,0.867,0.077,1.734,0.807,-1.764,-1.003,-0.972,1.372,-1.44,-2.176,1.277,-0.371,-0.167
1.054,1.64,1,2.726,-1.228,-1.037,-1.037,0.438,0.146,-0.753,-1.101,0.246,2.033,0.84,0.729,-0.331,-1.096,0.671,0.429,-0.628,1.103,0.167,0.819,-0.402,1.96,1.345,1.235,-1.47,-0.21,2.084,0.066,0.961,-0.513,-0.809,0.104,-0.281,0.391,-1.379,-1.072,-2.099,-0.204,-0.343,-1.539,-0.882,0.188,-0.907,0.24,1.254,0.687,0.428,-0.377,-1.386,1.05,0.91,-0.462,0.664,1.555,-1.703,1.609,-1.002,-0.79,0.019,-0.626,-0.258,0.729,0.327,0.914,-1.356,-1.8,0.683,0.578,-0.536,0.192,-1.326,2.592,-0.977,0.877,-0.398,-1.309,-0.343,-0.751,-1.313,-2.618,-0.403,0.1,-0.254,0.657,-0.384,0.363,1.033,0.105,-0.669,0.294,-0.74,-1.246,-0.077,-1.046,-1.224,-0.519,0.556
1.536,1.365,0.32,-1.384,-2.629,-0.952,-0.952,0.062,-0.655,-1.855,-0.836,-0.773,-0.628,-1.662,1.388,1.141,0.848,0.256,0.53,-0.213,-0.314,-0.005,0.16,-0.271,-1.91,-1.279,-0.036,-0.95,-0.393,0.16,0.289,-0.414,-1.17,-0.12,-0.573,0.156,-0.361,-0.072,1.497,0.26,0.732,0.863,0.212,0.798,0.132,0.923,0.234,-0.369,0.559,0.052,0.201,-1.003,1.96,1.279,0.061,-1.564,-0.751,-0.512,1.576,0.271,0.485,-0.633,-0.888,-0.225,0.132,-0.681,1.092,-1.787,1.205,-0.113,0.053,-0.817,-0.622,-0.423,0.09,-0.279,-0.486,-2.584,0.708,-1.775,-0.345,-1.666,1.731,-1.205,1.539,0.815,0.178,-1.397,-0.174,1.001,-1.274,-0.592,-1.102,0.735,-2.152,-0.86,0.662,-1.434,-1.349,0.273
0.127,-1.255,-0.014,-0.285,-1.594,0.667,0.667,0.037,-0.129,1.485,0.116,-0.052,2.138,-1.412,-0.521,0.39,-0.024,1.589,-1.415,0.066,1.607,0.388,0.364,0.237,0.72,-1.605,-0.889,-0.497,0.483,-1.861,-0.194,1.077,-0.152,0.424,-0.779,-1.746,0.261,-0.657,0.569,-0.382,2.168,-0.99,-0.254,-1.653,-0.62,-0.056,-1.011,-0.39,0.147,-1.449,-1.347,-0.218,-0.418,-0.923,-0.822,0.319,-0.269,0.045,1.843,-0.265,-1.97,0.74,1.062,0.347,-0.318,1.866,0.03,-1.379,0.859,-0.783,0.397,-0.24,-0.318,-0.491,-0.612,0.936,1.02,-0.541,1.362,0.658,1.29,1.473,0.675,0.032,-1.218,0.405,-1.586,0.85,-0.088,0.755,-0.128,-1.701,-0.875,0.737,-1.623,0.622,-0.774,-0.358,-0.583,-1.511
-0.561,-2.065,1.714,-0.928,1.541,-0.698,-0.698,0.205,0.964,2.164,0.568,0.748,1.189,2.173,-0.013,-0.327,1.926,-0.593,0.139,-0.454,-1.027,-1.417,0.673,0.191,0.526,0.695,0.638,1.306,-0.491,0.193,-0.936,1.088,0.218,0.341,0.704,0.447,-0.884,0.599,0.925,1.38,-0.209,-0.47,-0.107,1.427,0.837,1.209,-1.419,0.648,1.029,0.803,0.845,-1.38,-0.842,0.201,-0.777,-0.967,-0.515,1.877,-0.533,0.85,-1.095,-0.279,0.501,-0.732,-1.418,0.308,-0.601,-0.262,0.653,-1.055,0.773,-1.131,-0.179,1.706,0.81,-0.01,-0.44,0.333,0.289,-0.221,-0.928,-0.815,-0.134,-0.12,0.662,0.247,0.693,-1.771,0.348,-2.309,-1.097,-1.275,-1.757,1.522,-0.462,0.494,-0.394,-0.502,1.488,-0.24
1.453,0.009,1.156,-0.241,1.98,-0.191,0.191,-0.174,-1.401,-0.56,0.286,0.315,-0.348,-0.479,0.278,1.05,-1.617,0.065,2.06,-0.933,-0.199,-1.687,-1.677,1.254,0.483,0.593,0.307,-1.015,-1.017,1.637,-0.515,1.192,-0.929,0.763,-0.408,0.226,0.151,0.885,-1.397,-0.338,0.522,-0.611,0.517,-1.351,-0.631,-0.982,-0.201,0.748,-0.311,1.243,0.168,-1.408,-0.161,0.511,0.404,0.918,-0.703,-0.325,-1.562,-0.334,-0.361,0.117,-1.251,0.448,1.857,-0.002,-0.838,-0.018,0.473,-0.267,0.301,-1.511,2.726,-0.43,0.24,1.148,0.897,-0.204,0.497,1.247,-1.954,-0.768,-0.678,-0.311,1.441,-0.085,-2.591,-0.979,-2.217,1.309,0.97,1.333,0.853,-1.263,-0.611,0.016,-1.385,0.804,0.554,-1.201
-1.125,-0.404,0.36,1.649,-1.469,-0.144,0.144,-0.91,-0.174,1.401,0.373,0.251,0.295,-0.419,0.56,0.647,-1.063,0.147,-0.382,0.815,0.3,0.4,0.237,-1.222,-0.449,0.015,-1.213,0.644,0.275,-0.292,-1.124,0.159,1.167,-1.053,-0.626,-0.368,1.134,-2.044,-1.893,0.012,0.003,-0.115,0.769,1.461,1.206,-0.934,-1.923,0.625,-0.063,-0.346,1.355,-0.776,-1.733,-1.004,-0.516,0.357,-0.196,-0.271,-1.291,1.701,1.512,1.727,-1.912,0.248,-1.283,0.981,-0.845,0.543,0.311,0.51,0.198,0.481,-0.139,-0.129,0.337,-1.404,1.189,0.456,0.089,-0.549,1.593,-0.122,1.523,0.248,-0.015,-0.42,-1.142,0.022,2.13,1.451,-0.082,0.165,-0.014,-0.836,1.078,0.885,-1.228,0.175,-0.615,1.679
0.081,-0.874,-0.253,-0.819,-2.687,-1.194,-1.194,-1.63,0.544,-0.739,-1.169,-1.642,1.801,2.311,-0.56,-0.09,-0.875,-0.364,0.049,-0.895,1.783,1.114,0.611,0.776,1.305,0.715,-0.844,1.053,-1.157,0.036,-0.959,-0.83,0.362,1.481,-0.936,-0.875,-1.579,-1.768,-0.639,-1.336,-0.365,0.176,-0.548,0.604,-1.421,-0.014,0.466,0.837,0.398,-1.654,-1.445,-0.445,2.252,0.896,1.324,-0.497,2.153,-1.025,0.933,0.442,0.376,-1.379,1.906,-1.056,-1.574,0.845,0.746,-1.23,1.214,-0.993,-1.224,-0.857,-0.162,-0.682,-1.922,-0.891,0.417,-0.746,-0.188,0.018,0.091,0.806,1.459,-1.341,-0.233,-0.092,-0.091,-0.767,-0.354,1.312,-0.32,-0.791,-0.378,1.262,-1.696,1.518,1.008,-0.969,-0.154,-0.531
2.102,-2.047,0.378,0.857,0.571,1.118,1.118,0.702,0.985,0.647,-0.776,0.404,-2.896,0.119,-0.031,0.385,-0.873,0.248,-0.636,-1.078,0.678,1.193,-0.09,0.387,0.141,-1.901,-0.228,-0.529,-0.329,0.612,0.162,0.156,-0.38,-0.225,-1.066,0.734,0.93,0.29,-0.278,-0.34,-0.017,-0.171,-0.652,1.035,-0.347,0.467,-0.215,2.28,0.239,-1.723,0.908,-0.5,-0.838,0.008,-0.525,0.295,0.832,0.891,-0.131,-0.909,-0.055,0.563,0.538,-0.151,-0.617,-0.134,2.183,1.317,0.646,1.076,0.31,-0.618,-2.374,-0.958,0.94,-0.498,-0.539,0.041,-1.908,-1.401,0.062,-0.077,0.759,0.436,-0.243,0.868,0.336,2.383,1.223,-0.156,0.89,-0.083,-1.568,0.933,-0.349,0.013,0.278,0.61,1.344,0.942
0.069,0.166,1.321,0.295,0.131,1.133,1.133,0.482,0.924,-0.012,0.245,1.061,-0.388,-0.169,-0.493,-1.106,0.032,0.654,-0.589,-0.459,0.729,-0.266,-1.205,-1.8,-0.864,-0.565,0.162,1.256,0.066,0.462,-0.185,-0.332,1.928,1.052,1.21,0.01,-0.328,-0.939,0.126,-0.709,-1.081,0.118,0.343,1.47,-0.734,-0.672,0.89,0.439,0.348,-1.613,-0.114,0.626,0.45,1.264,0.328,1.401,-0.395,-0.593,-1.551,0.069,-1.016,0.421,-1.493,1.227,-0.088,-0.338,-0.177,-0.045,-0.566,0.665,1.809,0.965,-0.686,-0.459,0.36,-0.316,-0.192,-0.636,0.82,0.908,0.212,-0.172,1.135,0.83,-1.57,0.812,1.212,-0.234,1.639,-0.315,0.283,-1.508,1.339,-0.538,1.319,0.564,0.959,0.314,-1.069,2.035
0.791,-0.179,-1.884,-0.3,-0.689,0.152,-0.152,-0.083,-0.728,-2.366,-0.191,-0.144,-1.148,1.694,0.556,1.438,1.098,1.379,1.3,0.015,1.075,0.028,0.532,1.337,1.203,1.82,0.008,0.685,0.389,-0.722,-0.37,-2.756,0.449,0.093,0.641,0.507,1.878,2.335,-1.699,-0.18,-2.111,-0.826,0.103,0.732,0.472,1.113,0.204,-0.214,0.216,-0.615,-0.951,-0.133,-1.219,-0.048,0.066,-0.585,0.243,-0.628,-0.201,-1.477,2.298,0,-0.97,0.588,0.499,0.403,0.351,0.408,0.453,0.402,0.975,0.643,1.267,1.012,1.087,0.44,1.21,0.291,0.618,-0.843,0.525,-1.541,-0.751,1.485,0.52,-0.313,0.155,-0.701,0.611,-0.085,-1.923,0.863,-0.876,1.029,-0.442,-1.448,-0.462,0.441,-1.489,0.028
-1.942,-0.135,-0.869,-0.671,0.031,0.821,0.821,-0.572,-0.348,0.371,-0.404,-0.417,-1.114,1.376,-0.83,-2.481,1.726,-0.385,1.842,-1.451,0.879,-1.459,-1.666,0.947,-0.02,0.208,-2.487,-0.292,-0.019,2.125,-0.411,-0.175,1.402,1.04,0.065,0.945,-0.051,0.079,0.892,-1.372,0.029,0.095,-0.416,-1.575,1.18,-0.789,0.383,-0.424,1.786,0.264,0.916,1.467,-1.308,-1.034,-1.463,-0.928,-0.421,0.307,0.556,0.171,-1.089,-0.037,-0.378,0.504,1.286,0.968,-0.332,0.075,1.299,1.049,0.503,-0.899,-1.478,0.44,-1.582,-0.368,-1.56,0.642,-0.707,-1.878,0.281,-0.286,1.459,-0.378,-0.321,0.435,-0.789,-0.525,0.552,0.205,-0.307,-1.341,-0.648,-0.597,0.044,-2.059,-0.514,-0.174,-1.329,-0.827
-1.115,1.758,-0.353,0.321,-2.896,-0.255,0.255,-0.077,0.979,-1.236,0.194,0.758,-2.191,0.46,-0.301,0.544,-1.544,0.001,-1.742,-1.583,-0.477,-0.844,0.636,0.104,-0.238,0.168,1.555,-0.972,0.709,-0.105,-1.004,0.476,-0.475,1.135,0.112,-0.444,0.2,0.139,-0.717,0.626,0.284,-0.704,0.607,1.219,-0.701,-1.216,-0.633,-0.198,-1.504,-0.129,0.924,0.007,-0.118,-2.119,0.087,-1.294,-0.702,-0.728,0.154,-0.002,-1.181,0.087,-0.156,-1.301,-0.446,1.436,0.306,0.98,-0.948,0.561,0.164,0.705,-1.449,0.59,-0.668,1.022,-1.037,-0.827,0.681,0.088,1.542,-1.818,-0.625,-1.399,0.325,-2.389,-1.006,-0.428,0.487,0.54,0.604,-0.565,-0.552,-0.937,-1.665,-0.814,-0.151,0.27,-0.452,0.818
-0.168,-0.12,-0.963,0.265,-2.329,-0.14,0.14,-0.456,-1.922,1.906,0.787,-0.069,-0.41,0.234,0.797,-0.921,0.65,-0.924,-0.239,-1.268,-0.363,0.079,-1.578,3.28,-0.601,-0.346,0.153,0.956,1.702,1.316,-0.907,-1.139,0.903,-1.246,-2.38,-1.06,0.059,3.119,0.531,-0.442,-0.795,1.497,0.593,-0.012,1.241,1.438,0.63,-2.371,-0.235,0.319,-0.977,1.312,1.193,0.613,-0.226,0.532,-0.419,-3.387,-1.231,-0.008,-1.434,-0.998,-1.129,0.683,0.929,-0.864,0.479,0.423,-1.051,-1.054,0.154,-0.933,0.067,-0.002,-0.316,0.994,0.904,-0.524,1.802,0.201,-2.224,-1.226,-0.09,0.631,2.592,-0.044,0.615,-0.228,-2.46,-0.299,-1.033,-0.89,0.144,-0.478,-0.156,0.341,-1.412,-1.133,1.381,-1.129
0.094,-0.961,0.839,0.278,0.386,0.522,0.522,-0.617,1.588,1.5,-0.559,-0.933,-0.814,1.446,-2.199,0.569,-1.527,-0.47,0.812,-0.01,0.423,0.944,-1.197,-0.54,-0.591,-0.752,-1.255,1.017,0.386,-0.375,-0.489,1.143,1.571,-1.336,0.795,-0.155,1.823,-0.563,0.574,-0.365,0.167,-0.868,0.02,-0.27,-1.539,1.518,-0.284,0.273,-0.157,-0.515,-0.551,1.415,1.203,0.885,-0.181,-0.994,-0.131,0.444,0.093,0.749,1.655,-1.587,-0.697,-1.432,-0.673,-0.588,1.43,0.58,0.156,0.953,1.407,1.654,-0.264,0.189,2.265,-0.576,0.492,0.002,0.627,1.049,-0.515,-0.146,-1.081,0.608,-0.996,2.729,-0.118,-0.386,-1.693,1.108,0.392,-0.299,0.539,2.397,0.497,-0.482,-0.356,2.389,-0.721,-1.103
-0.623,0.725,0.215,-0.711,-2.43,-0.508,-0.508,-0.895,-0.607,0.164,0.174,0.885,0.487,0.048,1.627,-0.465,-1.066,0.457,0.251,0.091,-1.109,-0.656,-2.564,1.204,0.387,-1.163,-0.963,0.041,-1.552,0.863,-0.546,-0.959,-1.264,0.229,1.04,1.054,-0.252,0.626,2.208,0.811,0.207,0.367,-0.423,1.208,1.106,-0.791,0.482,1.985,-0.514,0.329,-1.16,-0.03,-0.505,1.539,-1.733,0.016,-0.067,1.96,1.631,-0.391,-0.164,0.077,-0.144,-1.204,0.25,0.579,-0.841,0.707,1.278,1.908,1.037,-0.385,-0.043,0.831,-1.072,-0.562,-0.292,0.401,-1.121,0.973,1.853,1.317,-1.062,-0.774,-1.088,-1.337,-0.176,0.271,-0.322,-0.592,1.077,0.623,0.851,0.684,-0.003,0.718,0.396,0.869,-1.678,0.042
-1.498,0.333,-0.292,-0.365,-1.01,0.747,0.747,-0.597,-0.313,-1.463,-0.805,-1.811,0.733,0.685,-0.954,-2.359,0.053,-0.712,-0.098,1.099,-1.108,0.946,-0.386,-2.922,1.795,2.052,1.243,1.053,-1.156,1.761,0.718,-0.612,-0.088,0.427,0.474,0.094,-0.558,0.716,-0.571,0.228,0.72,-0.234,1.441,-0.452,2.332,1.195,-0.347,0.609,2.21,0.76,1.069,-1.094,1.81,2.059,1.012,1.42,1.332,-3.109,0.014,0.08,0.353,0.974,0.636,0.426,-0.264,0.618,-0.129,0.323,0.94,-0.089,0.249,0.772,0.328,0.181,-1.524,-0.932,1.473,-0.488,0.096,-0.36,0.414,2.765,-1.277,0.274,-0.133,-1.524,-0.246,-0.842,0.308,-1.309,1.069,-0.734,-1.147,-0.319,-1.19,1.824,-0.13,-0.955,0.899,-1.119
0.728,0.993,1.071,-0.359,-0.511,0.402,-0.402,0.018,-0.38,1.77,-1.13,-2.152,-0.631,0.681,0.097,0.737,-1.556,-1.192,-0.037,0.095,2.192,-0.496,-0.135,-1.505,0.159,0.816,-0.768,-0.935,0.824,0.88,-0.178,-0.213,0.526,0.391,0.605,1.033,0.313,1.229,-1.131,0.82,0.386,0.589,0.309,-0.668,-0.369,-0.504,0.766,0.489,0.303,0.28,0.546,-0.451,-0.231,-0.815,0.892,-1.435,-0.143,-0.581,-1.249,1.463,-0.26,-0.231,-0.89,1.315,-2.167,1.352,0.159,-0.712,1.197,-0.162,-0.86,1.08,-0.005,-2.186,0.982,-0.788,-0.953,0.621,-1.288,2.725,-0.446,1.966,-1.128,-0.631,0.515,0.439,-0.602,-0.482,1.177,0.366,-1.56,-0.011,0.211,0.086,0.188,2.044,-2.052,-0.807,1.497,-0.239
0.211,-1.525,0.747,2.47,-0.786,-0.499,0.499,0.574,0.723,0.393,-0.341,-1.294,0.43,-0.692,0.161,-0.163,0.549,-0.81,0.269,3.962,-1.277,-1.426,-0.715,-1.012,-0.753,0.692,-1.47,0.698,-0.335,-1.626,1.565,-1.091,-0.249,-0.801,0.646,1.489,0.806,-0.59,1.623,-0.517,-0.972,0.731,-0.334,-0.179,0.263,0.056,-1.53,-1.263,1.217,-1.614,-0.792,-0.026,1.549,-0.924,0.721,0.075,-0.113,-0.144,-1.53,1.059,-1.14,2.152,-1.078,-0.454,0.07,0.03,-0.2,-0.144,-2.738,-0.798,-0.667,-0.748,0.827,0.264,-1.253,-0.142,1.063,0.431,-0.565,1.754,0.498,-0.866,-1.395,-0.192,-0.532,-0.703,-0.661,1.524,1.158,-0.09,-0.286,0.944,-0.335,0.4,0.715,-0.563,-1.394,-0.864,0.692,-0.223
0.396,0.345,-1.506,-0.337,-2.137,0.139,-0.139,2.029,0.784,0.551,0.47,1.177,-0.196,-1.517,0.761,-0.054,0.625,-1.054,0.656,2.376,-0.292,-1.41,-0.062,-0.854,-0.017,-0.475,-0.539,-2.036,1.343,1.864,2.771,1.566,0.902,-1.637,1.219,-0.208,-0.485,1.283,-1.477,-0.124,1.237,0.538,0.522,-1.324,-2.431,-0.7,0.936,-0.058,-0.484,-1.287,-0.078,-1.774,-0.795,1.104,2.5,-0.345,1.367,1.504,-0.967,-0.511,-0.173,-0.872,-0.567,1.061,-0.842,-0.721,0.73,0.596,-1.862,1.166,-0.944,0.233,-0.301,1.639,-0.315,0.55,-1.127,0.188,0.563,-0.45,0.653,-0.553,-0.722,0.952,1.002,1.018,-0.442,-0.112,-0.124,0.188,1.94,0.769,0.617,0.642,1.014,-0.736,-1.298,1.269,-0.146,0.538
-0.623,-2.243,-0.496,0.984,2.426,0.208,-0.208,-0.13,-0.33,-0.226,0.349,-0.751,-0.827,1.164,-0.994,-2.445,0.604,-0.338,0.261,1.636,1.165,-1.354,-0.499,0.878,-0.236,-0.812,0.919,-1.419,0.142,0.256,-1.037,-1.147,-0.898,-0.501,1.912,-0.089,0.626,-1.842,-1.601,-1.27,2.009,-0.386,0.407,0.476,-0.095,-0.27,0.015,0.73,-0.285,1.247,0.878,-1.637,0.284,-0.122,0,0.641,0.443,0.499,-0.359,0.351,-0.494,2.365,-1.557,0.593,-0.842,-1.227,-0.563,0.221,-0.321,1.657,-0.314,0.399,-1.421,-0.381,-0.813,0.976,-1.617,1.239,0.059,0.549,0.625,0.655,0.958,0.728,-1.463,0.167,-0.447,-0.053,1.311,0.609,0.258,-0.209,-2.552,-1.191,-0.097,0.799,0.888,-1.64,0.347,-1.036
1.604,-0.942,1.276,-0.426,-2.327,-2.439,-2.439,0.146,-0.316,0.527,-0.869,-1.865,-0.155,1.542,1.603,0.505,0.329,-1.074,0.969,1.231,-0.281,0.588,0.194,-0.636,-0.981,-0.132,-0.244,-1.129,0.465,2.094,0.748,0.595,-0.702,2.074,0.636,0.188,0.306,2.243,-0.429,1.907,-1.373,0.445,0.12,0.003,-0.265,-0.955,0.759,-0.022,-1.307,0.08,-0.829,-0.018,-0.779,2.417,-0.887,-0.367,1.211,0.538,-0.069,1.019,0.099,-0.241,-1.124,-1.278,0.109,1.069,1.34,0.836,0.943,-0.146,-0.613,-1.1,-1.135,-0.708,-0.364,-1.36,-0.463,-1.721,-0.786,0.821,-0.363,0.203,0.231,0.183,2.269,-1.69,-1.807,-0.158,-1.095,0.273,-0.584,1.715,-1.129,0.609,1.365,-0.387,-0.117,-0.259,0.182,0.406
